gwid,gwgroupid,religion1,rel1_size,religion2,rel2_size,religion3,rel3_size,language1,lang1_size,language2,lang2_size,language3,lang3_size,phenotype1,pheno1_size,phenotype2,pheno2_size,phenotype3,pheno3_size
660,66008000,ARI2,0.99,,0,,0,apc,1,,0,,0,men,1,,0,,0
660,66009000,ARC4,0.99,,0,,0,apc,1,,0,,0,men,1,,0,,0
660,66010000,ARI1,0.99,,0,,0,apc,1,,0,,0,men,1,,0,,0
660,66011000,ARI2B3,1,,0,,0,apc,1,,0,,0,men,1,,0,,0
663,66301000,ARI1,0.965,,0,,0,ajp,1,,0,,0,men,1,,0,,0
663,66302000,ARI1,0.97,,0,,0,ajp,1,,0,,0,men,1,,0,,0
663,66303000,ARC2,0.62,ARC1,0.22,ARC4,0.09,aip,0.61,apc,0.19,acm,0.11,men,0.88,eur,0.39,eas,0.39
666,66601000,ARI1,0.82,ATH,0.18,,0,ajp,1,,0,,0,men,1,,0,,0
666,66601100,ARI1,0.82,ATH,0.18,,0,ajp,1,,0,,0,men,1,,0,,0
666,66601200,ARI1,0.95,,0,,0,ajp,1,,0,,0,men,1,,0,,0
666,66602000,ARJ1,0.58,ATH,0.42,,0,heb,1,,0,,0,eur,1,,0,,0
666,66604000,ARJ1,0.58,ATH,0.42,,0,heb,0.87,aju,0.1,,0,men,1,,0,,0
666,66605000,ARJ1,0.86,ATH,0.14,,0,rus,1,,0,,0,eur,1,,0,,0
670,67001000,ARI2B,1,,0,,0,afb,1,,0,,0,men,1,,0,,0
670,67002000,ARI2A,1,,0,,0,afb,1,,0,,0,men,1,,0,,0
670,67004000,ARI1B,1,,0,,0,acw,1,,0,,0,men,1,,0,,0
670,67005000,ARI1D1,1,,0,,0,ars,1,,0,,0,men,1,,0,,0
678,67801000,ARI1B,1,,0,,0,acq,1,,0,,0,men,1,,0,,0
678,67802000,ARI2C,0.55,ARI1B,0.45,,0,ayn,1,,0,,0,men,1,,0,,0
678,67802100,ARI2C,1,,0,,0,ayn,1,,0,,0,men,1,,0,,0
678,67802200,ARI1B,1,,0,,0,ayn,1,,0,,0,men,1,,0,,0
678,67803000,ARI1,1,,0,,0,acq,1,,0,,0,men,0.5,ssa,0.5,,0
678,67804000,ARJ,1,,0,,0,jye,1,,0,,0,men,1,,0,,0
678,67805000,ARI2C,1,,0,,0,ayn,1,,0,,0,eur,1,,0,,0
678,67806000,ARI1B,1,,0,,0,ayn,1,,0,,0,eur,1,,0,,0
678,67807000,ARI1B,1,,0,,0,acq,1,,0,,0,eur,1,,0,,0
690,69002000,ARI2,0.94,,0,,0,afb,1,,0,,0,men,1,,0,,0
690,69003000,ARI1,0.94,,0,,0,afb,1,,0,,0,men,1,,0,,0
690,69004000,ARI1,0.7,ARI2,0.3,,0,ars,1,,0,,0,men,1,,0,,0
692,69201000,ARI1,0.91,,0,,0,afb,1,,0,,0,men,1,,0,,0
692,69202000,ARI2,0.99,,0,,0,abv,1,,0,,0,men,1,,0,,0
694,69401000,ARI1D1,1,,0,,0,afb,1,,0,,0,eur,1,,0,,0
700,70004000,ARI1,1,,0,,0,bgn,1,,0,,0,sas,1,,0,,0
700,70005000,ARI1,1,,0,,0,brh,1,,0,,0,sas,1,,0,,0
700,70006000,ARI1,1,,0,,0,aiq,1,,0,,0,sas,0.6,eas,0.4,,0
700,70007000,ARI2,1,,0,,0,haz,1,,0,,0,eas,0.6,sas,0.4,,0
700,70008000,ARI1,0.99,,0,,0,bsh,0.35,wbk,0.17,ask,0.17,sas,1,,0,,0
700,70010000,ARI1,1,,0,,0,prs,1,,0,,0,eur,1,,0,,0
700,70011000,ARI1,0.99,,0,,0,psi,0.4,psh,0.37,aee,0.2,sas,1,,0,,0
700,70012000,ARI1,1,,0,,0,pbu,0.88,pbt,0.12,,0,sas,0.5,sas,0.5,,0
700,70013000,ARI2,1,,0,,0,prs,1,,0,,0,sas,1,,0,,0
700,70014000,ARI1,1,,0,,0,prs,1,,0,,0,eur,1,,0,,0
700,70015000,ARI1,1,,0,,0,tuk,1,,0,,0,eas,0.5,eur,0.5,,0
700,70016000,ARI1,1,,0,,0,uzs,1,,0,,0,eas,0.5,eur,0.5,,0
701,70111000,ARI1,0.8,ATH,0.2,,0,kaz,1,,0,,0,eas,1,,0,,0
701,70112000,ARC2,0.67,ARI1,0.17,ATH,0.16,rus,1,,0,,0,eur,1,,0,,0
701,70113000,ARI1,0.8,ATH,0.2,,0,tuk,1,,0,,0,eas,0.5,eur,0.5,,0
701,70114000,ARI1,0.8,ATH,0.2,,0,uzn,1,,0,,0,eas,0.5,eur,0.5,,0
702,70201000,ARI1A,0.93,,0,,0,kir,1,,0,,0,eas,1,,0,,0
702,70202000,ARC2,0.67,ATH,0.19,ARI1,0.14,rus,1,,0,,0,eur,1,,0,,0
702,70203000,ARI1A,0.99,,0,,0,tgk,1,,0,,0,eur,1,,0,,0
702,70204000,ARI1A,0.84,ATH,0.16,,0,tat,1,,0,,0,eur,1,,0,,0
702,70205000,ARI1A,0.87,ATH,0.12,,0,uzn,1,,0,,0,eas,0.5,eur,0.5,,0
702,70206000,ARI2B2,0.97,,0,,0,sgh,0.78,wbl,0.12,yah,0.03,eur,1,,0,,0
703,70301000,ARI1A,0.77,ANI,0.2,,0,kir,1,,0,,0,eas,1,,0,,0
703,70302000,ARC2,0.67,ATH,0.19,ARI1,0.14,rus,1,,0,,0,eur,1,,0,,0
703,70304000,ARI1A,1,,0,,0,uig,1,,0,,0,eas,1,,0,,0
703,70305000,ARI1A,0.82,ATH,0.14,,0,uzn,1,,0,,0,eas,0.5,eur,0.5,,0
704,70401000,ARI1A,0.78,ATH,0.22,,0,kaa,1,,0,,0,eur,1,,0,,0
704,70403000,ARC4,0.65,ATH,0.19,ARI1A,0.13,rus,1,,0,,0,eur,1,,0,,0
704,70404000,ARI1A,0.95,,0,,0,tgk,1,,0,,0,eur,1,,0,,0
704,70406000,ARI1A,0.66,ANI,0.2,ATH,0.14,uzn,1,,0,,0,eas,0.5,eur,0.5,,0
705,70501000,ARC4,0.5,ATH,0.3,ARC1,0.1,rus,0.7,deu,0.3,,0,eur,1,,0,,0
705,70502000,ARI1a,0.459,ATH,0.34,ANI2,0.2,kaz,1,,0,,0,eas,1,,0,,0
705,70503000,ARC2F,0.65,ATH,0.19,ARI,0.13,rus,1,,0,,0,eur,1,,0,,0
705,70503100,ARC4,0.65,ATH,0.19,ARI1A,0.13,rus,1,,0,,0,eur,1,,0,,0
705,70503200,ARC2,0.8,ATH,0.2,,0,ukr,1,,0,,0,eur,1,,0,,0
705,70504000,ARI1A,0.83,ATH,0.16,,0,tat,1,,0,,0,eur,1,,0,,0
705,70505000,ARI1A,1,,0,,0,uig,1,,0,,0,eas,1,,0,,0
705,70507000,ARI1,0.6,ANI2,0.2,ATH,0.2,uzn,1,,0,,0,eas,0.5,eur,0.5,,0
710,71001000,ERB7,0.7,ATH,0.17,ANI,0.1,bfs,1,,0,,0,eas,1,,0,,0
710,71002000,ANI,0.8,ERB,0.15,,0,pcc,0.88,,0,,0,eas,1,,0,,0
710,71003000,ATH,0.48,EARC,0.31,ERB2,0.13,cmn,0.67,wuu,0.07,yue,0.05,eas,1,,0,,0
710,71004000,ANI,0.93,,0,,0,kmc,0.68,doc,0.32,,0,eas,1,,0,,0
710,71005000,ATH,0.4,ERB2,0.3,EARC,0.25,yue,1,,0,,0,eas,1,,0,,0
710,71005100,ARI1,0.96,ATH,0.4,,0,cmn,1,,0,,0,eas,1,,0,,0
710,71005300,ARI1,1,,0,,0,cmn,0.61,sce,0.39,,0,eas,1,,0,,0
710,71005400,ARI1,0.95,,0,,0,kir,1,,0,,0,eas,1,,0,,0
710,71005500,ARI1,1,,0,,0,slr,0.57,cmn,0.43,,0,eas,1,,0,,0
710,71006000,ANI,0.3,ARC99,0.29,ERB2,0.25,cmn,0.56,kor,0.44,,0,eas,1,,0,,0
710,71007000,ATH,0.48,EARC,0.31,ERB2,0.13,cmn,1,,0,,0,eas,1,,0,,0
710,71008000,ANI2,0.88,,0,,0,hea,0.25,mmr,0.16,cmn,0.12,eas,1,,0,,0
710,71009000,ERB7,0.54,ATH,0.24,ANI2,0.2,mvf,0.96,kto,0.02,khk,0.01,eas,1,,0,,0
710,71010000,ERB7,0.96,,0,,0,adx,0.3,khg,0.23,bod,0.18,eas,1,,0,,0
710,71011000,ANI199,0.95,,0,,0,ium,0.41,bwx,0.23,hsn,0.19,eas,1,,0,,0
710,71012000,ANI2,0.9,,0,,0,iii,0.45,yig,0.11,ycl,0.09,eas,1,,0,,0
710,71013000,ANI199,0.84,ATH,0.16,,0,zyb,0.13,zyn,0.12,zzj,0.1,eas,1,,0,,0
710,71014000,ERB1,0.63,ANI199,0.32,,0,khb,0.52,tdd,0.33,,0,eas,1,,0,,0
710,71015000,ANI,0.73,ERB7,0.2,,0,dta,1,,0,,0,eas,1,,0,,0
710,71016000,ANI199,0.9,,0,,0,hni,0.37,how,0.25,ahk,0.12,eas,1,,0,,0
710,71017000,ANI199,0.82,ARC99,0.11,,0,atb,0.77,kac,0.22,,0,eas,1,,0,,0
710,71018000,ANI199,0.4,ARC99,0.33,ARC1,0.22,lhu,1,,0,,0,eas,1,,0,,0
710,71019000,ANI199,0.95,,0,,0,lic,0.53,cmn,0.42,jio,0.04,eas,1,,0,,0
710,71020000,ARC99,0.48,ARC1,0.32,ANI2,0.18,lis,0.67,lpo,0.28,,0,eas,1,,0,,0
710,71021000,ANI,0.94,,0,,0,mlm,0.87,,0,,0,eas,1,,0,,0
710,71022000,ANI2,0.93,,0,,0,nxq,1,,0,,0,eas,1,,0,,0
710,71023000,ANI,0.63,ERB7,0.35,,0,qxs,0.27,cng,0.19,,0,eas,1,,0,,0
710,71024000,EARC1A,0.7,ATH,0.3,,0,hak,0.99,shx,0.001,,0,eas,1,,0,,0
710,71025000,EARC,0.92,,0,,0,swi,1,,0,,0,eas,1,,0,,0
