Outcome,OutcomeCategory,Stat,Dem6+e_peaveduc,Dem6+e_peaveduc/Dem6,Dem6+e_peaveduc/e_peaveduc,Dem6+g_res_norm,Dem6+g_res_norm/Dem6,Dem6+g_res_norm/g_res_norm,Dem6+l_res_norm,Dem6+l_res_norm/Dem6,Dem6+l_res_norm/l_res_norm,Dem6+ln_pwd_a,Dem6+ln_pwd_a/Dem6,Dem6+ln_pwd_a/ln_pwd_a,Dem6+ln_pwd_g,Dem6+ln_pwd_g/Dem6,Dem6+ln_pwd_g/ln_pwd_g,Dem6+ln_pwd_m,Dem6+ln_pwd_m/Dem6,Dem6+ln_pwd_m/ln_pwd_m,Dem6+p_res_norm,Dem6+p_res_norm/Dem6,Dem6+p_res_norm/p_res_norm,Dem6+r_res_norm,Dem6+r_res_norm/Dem6,Dem6+r_res_norm/r_res_norm,Dem6+wb_urbpop,Dem6+wb_urbpop/Dem6,Dem6+wb_urbpop/wb_urbpop,Przeworski+e_peaveduc,Przeworski+e_peaveduc/Przeworski,Przeworski+e_peaveduc/e_peaveduc,Przeworski+g_res_norm,Przeworski+g_res_norm/Przeworski,Przeworski+g_res_norm/g_res_norm,Przeworski+l_res_norm,Przeworski+l_res_norm/Przeworski,Przeworski+l_res_norm/l_res_norm,Przeworski+ln_pwd_a,Przeworski+ln_pwd_a/Przeworski,Przeworski+ln_pwd_a/ln_pwd_a,Przeworski+ln_pwd_g,Przeworski+ln_pwd_g/Przeworski,Przeworski+ln_pwd_g/ln_pwd_g,Przeworski+ln_pwd_m,Przeworski+ln_pwd_m/Przeworski,Przeworski+ln_pwd_m/ln_pwd_m,Przeworski+p_res_norm,Przeworski+p_res_norm/Przeworski,Przeworski+p_res_norm/p_res_norm,Przeworski+r_res_norm,Przeworski+r_res_norm/Przeworski,Przeworski+r_res_norm/r_res_norm,Przeworski+wb_urbpop,Przeworski+wb_urbpop/Przeworski,Przeworski+wb_urbpop/wb_urbpop,W4+e_peaveduc,W4+e_peaveduc/W4,W4+e_peaveduc/e_peaveduc,W4+g_res_norm,W4+g_res_norm/W4,W4+g_res_norm/g_res_norm,W4+l_res_norm,W4+l_res_norm/W4,W4+l_res_norm/l_res_norm,W4+ln_pwd_a,W4+ln_pwd_a/W4,W4+ln_pwd_a/ln_pwd_a,W4+ln_pwd_g,W4+ln_pwd_g/W4,W4+ln_pwd_g/ln_pwd_g,W4+ln_pwd_m,W4+ln_pwd_m/W4,W4+ln_pwd_m/ln_pwd_m,W4+p_res_norm,W4+p_res_norm/W4,W4+p_res_norm/p_res_norm,W4+r_res_norm,W4+r_res_norm/W4,W4+r_res_norm/r_res_norm,W4+wb_urbpop,W4+wb_urbpop/W4,W4+wb_urbpop/wb_urbpop,W_old+e_peaveduc,W_old+e_peaveduc/W_old,W_old+e_peaveduc/e_peaveduc,W_old+g_res_norm,W_old+g_res_norm/W_old,W_old+g_res_norm/g_res_norm,W_old+l_res_norm,W_old+l_res_norm/W_old,W_old+l_res_norm/l_res_norm,W_old+ln_pwd_a,W_old+ln_pwd_a/W_old,W_old+ln_pwd_a/ln_pwd_a,W_old+ln_pwd_g,W_old+ln_pwd_g/W_old,W_old+ln_pwd_g/ln_pwd_g,W_old+ln_pwd_m,W_old+ln_pwd_m/W_old,W_old+ln_pwd_m/ln_pwd_m,W_old+p_res_norm,W_old+p_res_norm/W_old,W_old+p_res_norm/p_res_norm,W_old+r_res_norm,W_old+r_res_norm/W_old,W_old+r_res_norm/r_res_norm,W_old+wb_urbpop,W_old+wb_urbpop/W_old,W_old+wb_urbpop/wb_urbpop,e_boix_regime+e_peaveduc,e_boix_regime+e_peaveduc/e_boix_regime,e_boix_regime+e_peaveduc/e_peaveduc,e_boix_regime+g_res_norm,e_boix_regime+g_res_norm/e_boix_regime,e_boix_regime+g_res_norm/g_res_norm,e_boix_regime+l_res_norm,e_boix_regime+l_res_norm/e_boix_regime,e_boix_regime+l_res_norm/l_res_norm,e_boix_regime+ln_pwd_a,e_boix_regime+ln_pwd_a/e_boix_regime,e_boix_regime+ln_pwd_a/ln_pwd_a,e_boix_regime+ln_pwd_g,e_boix_regime+ln_pwd_g/e_boix_regime,e_boix_regime+ln_pwd_g/ln_pwd_g,e_boix_regime+ln_pwd_m,e_boix_regime+ln_pwd_m/e_boix_regime,e_boix_regime+ln_pwd_m/ln_pwd_m,e_boix_regime+p_res_norm,e_boix_regime+p_res_norm/e_boix_regime,e_boix_regime+p_res_norm/p_res_norm,e_boix_regime+r_res_norm,e_boix_regime+r_res_norm/e_boix_regime,e_boix_regime+r_res_norm/r_res_norm,e_boix_regime+wb_urbpop,e_boix_regime+wb_urbpop/e_boix_regime,e_boix_regime+wb_urbpop/wb_urbpop,gwf_party+e_peaveduc,gwf_party+e_peaveduc/e_peaveduc,gwf_party+e_peaveduc/gwf_party,gwf_party+g_res_norm,gwf_party+g_res_norm/g_res_norm,gwf_party+g_res_norm/gwf_party,gwf_party+l_res_norm,gwf_party+l_res_norm/gwf_party,gwf_party+l_res_norm/l_res_norm,gwf_party+ln_pwd_a,gwf_party+ln_pwd_a/gwf_party,gwf_party+ln_pwd_a/ln_pwd_a,gwf_party+ln_pwd_g,gwf_party+ln_pwd_g/gwf_party,gwf_party+ln_pwd_g/ln_pwd_g,gwf_party+ln_pwd_m,gwf_party+ln_pwd_m/gwf_party,gwf_party+ln_pwd_m/ln_pwd_m,gwf_party+p_res_norm,gwf_party+p_res_norm/gwf_party,gwf_party+p_res_norm/p_res_norm,gwf_party+r_res_norm,gwf_party+r_res_norm/gwf_party,gwf_party+r_res_norm/r_res_norm,gwf_party+wb_urbpop,gwf_party+wb_urbpop/gwf_party,gwf_party+wb_urbpop/wb_urbpop,normpolity+e_peaveduc,normpolity+e_peaveduc/e_peaveduc,normpolity+e_peaveduc/normpolity,normpolity+g_res_norm,normpolity+g_res_norm/g_res_norm,normpolity+g_res_norm/normpolity,normpolity+l_res_norm,normpolity+l_res_norm/l_res_norm,normpolity+l_res_norm/normpolity,normpolity+ln_pwd_a,normpolity+ln_pwd_a/ln_pwd_a,normpolity+ln_pwd_a/normpolity,normpolity+ln_pwd_g,normpolity+ln_pwd_g/ln_pwd_g,normpolity+ln_pwd_g/normpolity,normpolity+ln_pwd_m,normpolity+ln_pwd_m/ln_pwd_m,normpolity+ln_pwd_m/normpolity,normpolity+p_res_norm,normpolity+p_res_norm/normpolity,normpolity+p_res_norm/p_res_norm,normpolity+r_res_norm,normpolity+r_res_norm/normpolity,normpolity+r_res_norm/r_res_norm,normpolity+wb_urbpop,normpolity+wb_urbpop/normpolity,normpolity+wb_urbpop/wb_urbpop,support+e_peaveduc,support+e_peaveduc/e_peaveduc,support+e_peaveduc/support,support+g_res_norm,support+g_res_norm/g_res_norm,support+g_res_norm/support,support+l_res_norm,support+l_res_norm/l_res_norm,support+l_res_norm/support,support+ln_pwd_a,support+ln_pwd_a/ln_pwd_a,support+ln_pwd_a/support,support+ln_pwd_g,support+ln_pwd_g/ln_pwd_g,support+ln_pwd_g/support,support+ln_pwd_m,support+ln_pwd_m/ln_pwd_m,support+ln_pwd_m/support,support+p_res_norm,support+p_res_norm/p_res_norm,support+p_res_norm/support,support+r_res_norm,support+r_res_norm/r_res_norm,support+r_res_norm/support,support+wb_urbpop,support+wb_urbpop/support,support+wb_urbpop/wb_urbpop
InfantMortality,OtherMeasures,tstatw,-2.09,-2.06,,-2.6,-2.66,,-2.7,-2.66,,-2.81,-2.7,,-2.84,-2.7,,-2.73,-2.7,,-2.49,-2.66,,-2.74,-2.66,,-2.6,-2.71,,-2.56,-2.57,,-3.43,-3.44,,-3.52,-3.44,,-1.31,-1.34,,-1.3,-1.34,,-1.33,-1.34,,-3.38,-3.44,,-3.53,-3.44,,-2.96,-3.3,,-2.69,-2.65,,-3.97,-4.01,,-4.07,-4.01,,-1.14,-1.19,,-1.02,-1.19,,-1.11,-1.19,,-3.88,-4.01,,-4.06,-4.01,,-3.49,-3.78,,-3.48,-3.45,,-4.46,-4.39,,-4.47,-4.39,,-3.69,-3.4,,-3.72,-3.4,,-3.47,-3.4,,-4.34,-4.39,,-4.41,-4.39,,-4.42,-4.2,,-3.04,-3.05,,-3.42,-3.48,,-3.57,-3.48,,-0.66,-0.91,,-0.84,-0.91,,-0.87,-0.91,,-3.39,-3.48,,-3.58,-3.48,,-3.11,-3.42,,-0.2,,-0.21,0.07,,0.17,0.23,0.17,,1.42,1.13,,1.33,1.13,,1.18,1.13,,0.19,0.17,,0.14,0.17,,-0.02,0.22,,-3.72,,-3.72,-4.52,,-4.6,-4.65,,-4.6,-2.81,,-2.76,-2.87,,-2.76,-2.75,,-2.76,-4.49,-4.6,,-4.66,-4.6,,-4.51,-4.65,,-0.85,,-0.97,-2.25,,-2.25,-2.34,,-2.25,-1.24,,-1.55,-1.61,,-1.55,-1.6,,-1.55,-2.19,,-2.25,-2.31,,-2.25,-1.3,-1.38,
InfantMortality,OtherMeasures,tstatp,1.13,,1.14,-2.26,,-1.96,-0.43,,-0.22,-4.72,,-4.46,-2.82,,-2.28,-0.74,,-0.46,-1.48,,-1.86,-1.32,,-0.64,-2.23,,-2.41,0.76,,1.14,-1.52,,-1.96,-1.15,,-0.22,-4.46,,-4.46,-2.97,,-2.28,-1.7,,-0.46,-1.55,,-1.86,-1.48,,-0.64,-1.8,,-2.41,1.2,,1.14,-1.9,,-1.96,-0.63,,-0.22,-4.38,,-4.46,-2.23,,-2.28,-0.42,,-0.46,-1.6,,-1.86,-0.92,,-0.64,-2.17,,-2.41,1.17,,1.14,-2.01,,-1.96,-0.42,,-0.22,-4.45,,-4.46,-2.48,,-2.28,-0.55,,-0.46,-1.72,,-1.86,-0.7,,-0.64,-2.49,,-2.41,1.11,,1.14,-1.79,,-1.96,-0.76,,-0.22,-4.82,,-4.46,-2.98,,-2.28,-0.92,,-0.46,-1.68,,-1.86,-1.18,,-0.64,-2.16,,-2.41,0.92,1.14,,-1.4,-1.96,,-1.11,,-0.22,-4.74,,-4.46,-2.78,,-2.28,-0.67,,-0.46,-1.55,,-1.86,-1.5,,-0.64,-1.79,,-2.41,1.12,1.14,,-2.1,-1.96,,-0.7,-0.22,,-4.75,-4.46,,-2.89,-2.28,,-0.72,-0.46,,-1.41,,-1.86,-1.43,,-0.64,-2.09,,-2.41,1.04,1.14,,-2.04,-1.96,,-0.57,-0.22,,-4.41,-4.46,,-2.38,-2.28,,-0.54,-0.46,,-1.79,-1.86,,-0.83,-0.64,,-2.37,,-2.41
InfantMortality,OtherMeasures,AIC,62143.17,62199.53,67523.17,77313.49,77435.46,83255.63,77433.61,77435.46,83356.08,21850.24,22077.17,25012.67,21970.36,22077.17,25141.51,22066.2,22077.17,25227.19,77379.01,77435.46,83256.95,77401.35,77435.46,83349.17,76406.15,76651.6,88013.14,51584.2,51603.62,67523.17,64087.97,64144.51,83255.63,64124.75,64144.51,83356.08,9696.22,9785.26,25012.67,9735.38,9785.26,25141.51,9776.94,9785.26,25227.19,64103.84,64144.51,83256.95,64100.9,64144.51,83349.17,64178.98,64288.84,88013.14,67356.93,67416.81,67523.17,82887.58,82975.96,83255.63,82970.14,82975.96,83356.08,25004.38,25222.53,25012.67,25135.03,25222.53,25141.51,25219.57,25222.53,25227.19,82914.19,82975.96,83256.95,82961.81,82975.96,83349.17,87729.81,87968.51,88013.14,67337.47,67395.21,67523.17,82925.11,83024.6,83255.63,83022.56,83024.6,83356.08,24949.81,25178.55,25012.67,25076.45,25178.55,25141.51,25172.36,25178.55,25227.19,82941.45,83024.6,83256.95,83016.88,83024.6,83349.17,87714.07,88019.34,88013.14,60502.39,60552.91,67523.17,76264.92,76347.42,83255.63,76338.05,76347.42,83356.08,19432.77,19608.0,25012.67,19519.35,19608.0,25141.51,19596.95,19608.0,25227.19,76283.85,76347.42,83256.95,76321.53,76347.42,83349.17,76337.98,76550.4,88013.14,50951.42,67523.17,50981.7,60072.96,83255.63,60111.82,60093.3,60111.82,83356.08,10953.21,11046.78,25012.67,11004.29,11046.78,25141.51,11046.8,11046.78,25227.19,60060.69,60111.82,83256.95,60069.87,60111.82,83349.17,59552.61,59682.7,88013.14,61911.89,67523.17,61964.52,76971.62,83255.63,77071.71,77064.99,83356.08,77071.71,21876.87,25012.67,22108.99,21999.44,25141.51,22108.99,22098.88,25227.19,22108.99,77024.34,77071.71,83256.95,77031.41,77071.71,83349.17,76067.29,76282.65,88013.14,66446.09,67523.17,66493.4,82015.68,83255.63,82117.65,82112.03,83356.08,82117.65,24658.17,25012.67,24877.25,24782.32,25141.51,24877.25,24871.3,25227.19,24877.25,82029.82,83256.95,82117.65,82107.02,83349.17,82117.65,86832.06,87114.85,88013.14
InfantMortality,OtherMeasures,BIC,62571.7,62621.28,67956.82,77755.2,77870.17,83701.88,77875.32,77870.17,83802.32,21987.84,22208.81,25153.33,22107.96,22208.81,25282.17,22203.81,22208.81,25367.84,77820.73,77870.17,83703.19,77843.06,77870.17,83795.41,76847.13,77085.6,88462.58,51935.83,51948.63,67956.82,64450.9,64500.61,83701.88,64487.69,64500.61,83802.32,9765.16,9848.92,25153.33,9804.32,9848.92,25282.17,9845.88,9848.92,25367.84,64466.77,64500.61,83703.19,64463.83,64500.61,83795.41,64542.03,64645.05,88462.58,67797.45,67850.46,67956.82,83340.89,83422.2,83701.88,83423.45,83422.2,83802.32,25151.14,25363.19,25153.33,25281.79,25363.19,25282.17,25366.32,25363.19,25367.84,83367.5,83422.2,83703.19,83415.12,83422.2,83795.41,88186.37,88417.96,88462.58,67777.99,67828.86,67956.82,83378.42,83470.84,83701.88,83475.87,83470.84,83802.32,25096.57,25319.2,25153.33,25223.2,25319.2,25282.17,25319.12,25319.2,25367.84,83394.76,83470.84,83703.19,83470.19,83470.84,83795.41,88170.64,88468.79,88462.58,60909.34,60953.09,67956.82,76685.14,76760.64,83701.88,76758.26,76760.64,83802.32,19550.44,19719.8,25153.33,19637.02,19719.8,25282.17,19714.62,19719.8,25367.84,76704.06,76760.64,83703.19,76741.75,76760.64,83795.41,76758.35,76963.78,88462.58,51315.01,67956.82,51338.7,60445.35,83701.88,60477.46,60465.69,60477.46,83802.32,11033.59,11121.82,25153.33,11084.67,11121.82,25282.17,11127.18,11121.82,25367.84,60433.08,60477.46,83703.19,60442.26,60477.46,83795.41,59924.57,60047.91,88462.58,62340.43,67956.82,62386.27,77413.33,83701.88,77506.43,77506.7,83802.32,77506.43,22014.48,25153.33,22240.63,22137.04,25282.17,22240.63,22236.48,25367.84,22240.63,77466.05,77506.43,83703.19,77473.12,77506.43,83795.41,76508.27,76716.64,88462.58,66885.57,67956.82,66926.03,82468.08,83701.88,82563.0,82564.43,83802.32,82563.0,24804.58,25153.33,25017.58,24928.73,25282.17,25017.58,25017.71,25367.84,25017.58,82482.23,83703.19,82563.0,82559.42,83795.41,82563.0,87287.74,87563.43,88462.58
InfantMortality,OtherMeasures,loglike,-31007.98,-31037.18,-33698.03,-38593.26,-38655.26,-41564.36,-38653.32,-38655.26,-41614.59,-10901.93,-11016.42,-12483.17,-10961.99,-11016.42,-12547.59,-11009.91,-11016.42,-12590.43,-38626.02,-38655.26,-41565.02,-38637.19,-38655.26,-41611.13,-38139.58,-38263.32,-43943.14,-25738.6,-25749.32,-33698.03,-31990.58,-32019.86,-41564.36,-32008.97,-32019.86,-41614.59,-4834.99,-4880.53,-12483.17,-4854.57,-4880.53,-12547.59,-4875.35,-4880.53,-12590.43,-31998.51,-32019.86,-41565.02,-31997.04,-32019.86,-41611.13,-32036.08,-32092.03,-43943.14,-33613.89,-33644.85,-33698.03,-41379.32,-41424.53,-41564.36,-41420.6,-41424.53,-41614.59,-12478.01,-12588.1,-12483.17,-12543.34,-12588.1,-12547.59,-12585.6,-12588.1,-12590.43,-41392.63,-41424.53,-41565.02,-41416.44,-41424.53,-41611.13,-43800.46,-43920.82,-43943.14,-33604.17,-33634.05,-33698.03,-41398.08,-41448.85,-41564.36,-41446.81,-41448.85,-41614.59,-12450.73,-12566.11,-12483.17,-12514.04,-12566.11,-12547.59,-12562.0,-12566.11,-12590.43,-41406.26,-41448.85,-41565.02,-41443.97,-41448.85,-41611.13,-43792.59,-43946.24,-43943.14,-30190.64,-30216.92,-33698.03,-38072.02,-38114.28,-41564.36,-38108.58,-38114.28,-41614.59,-9696.23,-9784.86,-12483.17,-9739.52,-9784.86,-12547.59,-9778.32,-9784.86,-12590.43,-38081.48,-38114.28,-41565.02,-38100.32,-38114.28,-41611.13,-38108.54,-38215.77,-43943.14,-25420.15,-33698.03,-25436.32,-29981.0,-41564.36,-30001.45,-29991.18,-30001.45,-41614.59,-5461.45,-5509.26,-12483.17,-5486.99,-5509.26,-12547.59,-5508.25,-5509.26,-12590.43,-29974.87,-30001.45,-41565.02,-29979.46,-30001.45,-41611.13,-29720.83,-29786.89,-43943.14,-30892.35,-33698.03,-30919.68,-38422.32,-41564.36,-38473.38,-38469.0,-41614.59,-38473.38,-10915.25,-12483.17,-11032.32,-10976.53,-12547.59,-11032.32,-11026.25,-12590.43,-11032.32,-38448.68,-38473.38,-41565.02,-38452.21,-38473.38,-41611.13,-37970.15,-38078.85,-43943.14,-33158.46,-33698.03,-33183.14,-40943.36,-41564.36,-40995.36,-40991.54,-41614.59,-40995.36,-12304.9,-12483.17,-12415.46,-12366.98,-12547.59,-12415.46,-12411.47,-12590.43,-12415.46,-40950.44,-41565.02,-40995.36,-40989.03,-41611.13,-40995.36,-43351.58,-43493.99,-43943.14
LifeExpect,OtherMeasures,betaw,0.66,0.64,,0.68,0.68,,0.75,0.68,,0.63,0.66,,0.67,0.66,,0.66,0.66,,0.6,0.68,,0.71,0.68,,0.62,0.68,,0.6,0.61,,0.66,0.65,,0.71,0.65,,0.07,0.11,,0.09,0.11,,0.11,0.11,,0.61,0.65,,0.69,0.65,,0.52,0.6,,0.87,0.87,,1.25,1.26,,1.46,1.26,,-0.09,-0.05,,-0.14,-0.05,,-0.04,-0.05,,1.03,1.26,,1.32,1.26,,1.23,1.59,,2.04,2.04,,2.3,2.3,,2.38,2.3,,1.21,1.14,,1.23,1.14,,1.14,1.14,,2.23,2.3,,2.31,2.3,,2.33,2.32,,0.6,0.59,,0.61,0.61,,0.71,0.61,,0.47,0.57,,0.54,0.57,,0.56,0.57,,0.55,0.61,,0.64,0.61,,0.5,0.57,,0.53,,0.54,0.61,,0.64,0.56,0.64,,-1.31,-1.26,,-1.31,-1.26,,-1.3,-1.26,,0.67,0.64,,0.62,0.64,,0.69,0.54,,1.62,,1.62,1.74,,1.76,1.89,,1.76,1.5,,1.5,1.56,,1.5,1.5,,1.5,1.66,1.76,,1.8,1.76,,1.69,1.86,,-1.57,,-1.5,0.82,,0.82,1.42,,0.82,1.19,,1.51,1.54,,1.51,1.51,,1.51,0.73,,0.82,0.9,,0.82,-1.0,-0.87,
LifeExpect,OtherMeasures,betap,-0.24,,-0.23,1.44,,0.37,5.96,,4.6,15.77,,14.94,12.69,,11.23,0.31,,-0.54,3.14,,3.44,5.15,,2.84,0.09,,0.08,-0.1,,-0.23,-0.96,,0.37,6.0,,4.6,20.2,,14.94,19.34,,11.23,8.03,,-0.54,2.76,,3.44,4.88,,2.84,0.08,,0.08,-0.24,,-0.23,0.25,,0.37,4.88,,4.6,14.94,,14.94,11.25,,11.23,-0.53,,-0.54,3.27,,3.44,3.02,,2.84,0.08,,0.08,-0.24,,-0.23,0.34,,0.37,5.0,,4.6,15.2,,14.94,12.17,,11.23,-0.06,,-0.54,3.2,,3.44,2.93,,2.84,0.08,,0.08,-0.24,,-0.23,-0.05,,0.37,5.56,,4.6,17.42,,14.94,17.24,,11.23,4.57,,-0.54,3.04,,3.44,4.58,,2.84,0.08,,0.08,-0.18,-0.23,,-1.82,0.37,,6.44,,4.6,20.87,,14.94,18.96,,11.23,7.3,,-0.54,3.25,,3.44,4.8,,2.84,0.09,,0.08,-0.22,-0.23,,1.08,0.37,,6.19,4.6,,16.0,14.94,,13.08,11.23,,0.25,-0.54,,3.02,,3.44,5.27,,2.84,0.09,,0.08,-0.23,-0.23,,0.46,0.37,,4.95,4.6,,14.81,14.94,,11.95,11.23,,0.11,-0.54,,3.55,3.44,,2.92,2.84,,0.08,,0.08
LifeExpect,OtherMeasures,tstatw,1.41,1.38,,1.56,1.58,,1.78,1.58,,1.73,1.74,,1.79,1.74,,1.74,1.74,,1.41,1.58,,1.68,1.58,,1.45,1.58,,1.24,1.25,,1.53,1.52,,1.68,1.52,,0.23,0.34,,0.29,0.34,,0.34,0.34,,1.44,1.52,,1.62,1.52,,1.17,1.4,,0.7,0.7,,1.16,1.17,,1.31,1.17,,-0.07,-0.04,,-0.1,-0.04,,-0.03,-0.04,,1.0,1.17,,1.22,1.17,,1.07,1.4,,2.87,2.86,,3.47,3.47,,3.67,3.47,,2.63,2.4,,2.64,2.4,,2.43,2.4,,3.45,3.47,,3.5,3.47,,3.73,3.6,,1.22,1.21,,1.36,1.36,,1.63,1.36,,1.11,1.26,,1.23,1.26,,1.24,1.26,,1.24,1.36,,1.47,1.36,,1.1,1.3,,0.62,,0.62,0.79,,0.83,0.76,0.83,,-1.45,-1.27,,-1.36,-1.27,,-1.33,-1.27,,0.88,0.83,,0.83,0.83,,0.9,0.7,,1.88,,1.88,2.27,,2.3,2.48,,2.3,1.59,,1.58,1.64,,1.58,1.58,,1.58,2.21,2.3,,2.36,2.3,,2.18,2.42,,-0.87,,-0.83,0.46,,0.47,0.85,,0.47,0.95,,1.18,1.24,,1.18,1.18,,1.18,0.42,,0.47,0.52,,0.47,-0.69,-0.61,
LifeExpect,OtherMeasures,tstatp,-0.5,,-0.46,0.49,,0.12,1.74,,1.29,3.88,,3.81,1.61,,1.46,0.04,,-0.08,1.45,,1.64,1.31,,0.89,2.42,,2.25,-0.17,,-0.46,-0.32,,0.12,1.61,,1.29,3.49,,3.81,1.8,,1.46,1.11,,-0.08,1.36,,1.64,1.18,,0.89,1.65,,2.25,-0.46,,-0.46,0.08,,0.12,1.35,,1.29,3.8,,3.81,1.46,,1.46,-0.08,,-0.08,1.6,,1.64,0.94,,0.89,2.13,,2.25,-0.47,,-0.46,0.12,,0.12,1.4,,1.29,3.81,,3.81,1.61,,1.46,-0.01,,-0.08,1.53,,1.64,0.89,,0.89,2.3,,2.25,-0.47,,-0.46,-0.02,,0.12,1.51,,1.29,4.41,,3.81,2.25,,1.46,0.68,,-0.08,1.47,,1.64,1.18,,0.89,2.09,,2.25,-0.31,-0.46,,-0.63,0.12,,1.69,,1.29,3.76,,3.81,1.66,,1.46,0.73,,-0.08,1.38,,1.64,1.18,,0.89,1.86,,2.25,-0.47,-0.46,,0.38,0.12,,1.84,1.29,,3.84,3.81,,1.67,1.46,,0.04,-0.08,,1.41,,1.64,1.31,,0.89,2.32,,2.25,-0.43,-0.46,,0.15,0.12,,1.35,1.29,,3.69,3.81,,1.56,1.46,,0.02,-0.08,,1.64,1.64,,0.92,0.89,,2.22,,2.25
LifeExpect,OtherMeasures,AIC,33875.29,33884.01,36983.02,40740.02,40742.24,43894.17,40645.29,40742.24,43830.45,10304.27,10395.94,11732.27,10371.4,10395.94,11804.82,10397.94,10395.94,11829.74,40693.49,40742.24,43825.36,40698.77,40742.24,43877.74,40139.22,40313.04,46559.84,28518.09,28517.33,36983.02,34221.02,34220.58,43894.17,34140.44,34220.58,43830.45,3151.81,3196.35,11732.27,3182.39,3196.35,11804.82,3192.53,3196.35,11829.74,34187.54,34220.58,43825.36,34190.89,34220.58,43877.74,34150.32,34230.31,46559.84,36976.76,36985.44,36983.02,43873.69,43871.79,43894.17,43801.92,43871.79,43830.45,11734.27,11829.86,11732.27,11806.76,11829.86,11804.82,11831.77,11829.86,11829.74,43812.25,43871.79,43825.36,43854.89,43871.79,43877.74,46541.02,46680.46,46559.84,36884.02,36893.08,36983.02,43735.98,43734.2,43894.17,43659.29,43734.2,43830.45,11701.34,11801.25,11732.27,11773.72,11801.25,11804.82,11803.28,11801.25,11829.74,43675.63,43734.2,43825.36,43718.05,43734.2,43877.74,46401.05,46558.2,46559.84,33290.23,33298.19,36983.02,40472.8,40470.78,43894.17,40388.47,40470.78,43830.45,8564.83,8653.87,11732.27,8619.17,8653.87,11804.82,8650.71,8653.87,11829.74,40423.79,40470.78,43825.36,40439.32,40470.78,43877.74,40373.93,40501.94,46559.84,28373.82,36983.02,28376.05,32261.68,43894.17,32264.99,32174.06,32264.99,43830.45,3913.23,3967.06,11732.27,3952.8,3967.06,11804.82,3964.52,3967.06,11829.74,32225.49,32264.99,43825.36,32236.89,32264.99,43877.74,31913.65,32012.64,46559.84,33833.13,36983.02,33840.38,40673.41,43894.17,40673.77,40568.2,43830.45,40673.77,10302.43,11732.27,10396.98,10370.79,11804.82,10396.98,10398.99,11829.74,10396.98,40628.45,40673.77,43825.36,40627.72,40673.77,43877.74,40072.81,40232.59,46559.84,36463.08,36983.02,36470.61,43349.15,43894.17,43347.56,43279.21,43830.45,43347.56,11583.82,11732.27,11676.34,11650.42,11804.82,11676.34,11678.36,11829.74,11676.34,43280.62,43825.36,43347.56,43332.1,43877.74,43347.56,46004.14,46154.2,46559.84
LifeExpect,OtherMeasures,BIC,34303.49,34305.43,37416.19,41180.81,41176.06,44339.35,41086.09,41176.06,44275.62,10441.72,10527.43,11872.59,10508.86,10527.43,11945.14,10535.39,10527.43,11970.06,41134.29,41176.06,44270.53,41139.57,41176.06,44322.91,40579.27,40746.12,47008.08,28869.36,28861.98,37416.19,34583.06,34575.8,44339.35,34502.49,34575.8,44275.62,3220.65,3259.9,11872.59,3251.23,3259.9,11945.14,3261.36,3259.9,11970.06,34549.58,34575.8,44270.53,34552.93,34575.8,44322.91,34512.44,34585.62,47008.08,37416.78,37418.61,37416.19,44325.91,44316.96,44339.35,44254.15,44316.96,44275.62,11880.67,11970.18,11872.59,11953.17,11970.18,11945.14,11978.17,11970.18,11970.06,44264.48,44316.96,44270.53,44307.11,44316.96,44322.91,46996.35,47128.69,47008.08,37324.05,37326.25,37416.19,44188.2,44179.38,44339.35,44111.52,44179.38,44275.62,11847.74,11941.57,11872.59,11920.13,11941.57,11945.14,11949.68,11941.57,11970.06,44127.85,44179.38,44270.53,44170.27,44179.38,44322.91,46856.38,47006.43,47008.08,33696.82,33698.02,37416.19,40892.05,40883.05,44339.35,40807.72,40883.05,44275.62,8682.31,8765.49,11872.59,8736.65,8765.49,11945.14,8768.19,8765.49,11970.06,40843.03,40883.05,44270.53,40858.57,40883.05,44322.91,40793.31,40914.34,47008.08,28737.37,37416.19,28733.01,32633.3,44339.35,32629.88,32545.68,32629.88,44275.62,3993.46,4041.96,11872.59,4033.04,4041.96,11945.14,4044.76,4041.96,11970.06,32597.12,32629.88,44270.53,32608.52,32629.88,44322.91,32284.85,32377.1,47008.08,34261.32,37416.19,34261.8,41114.21,44339.35,41107.59,41009.0,44275.62,41107.59,10439.88,11872.59,10528.47,10508.25,11945.14,10528.47,10536.45,11970.06,10528.47,41069.25,41107.59,44270.53,41068.52,41107.59,44322.91,40512.86,40665.67,47008.08,36902.06,37416.19,36902.75,43800.45,44339.35,43791.83,43730.51,44275.62,43791.83,11729.88,11872.59,11816.32,11796.47,11945.14,11816.32,11824.41,11970.06,11816.32,43731.92,44270.53,43791.83,43783.4,44322.91,43791.83,46458.58,46601.55,47008.08
