Outcome,OutcomeCategory,Stat,Dem6+e_peaveduc,Dem6+e_peaveduc/Dem6,Dem6+e_peaveduc/e_peaveduc,Dem6+g_res_norm,Dem6+g_res_norm/Dem6,Dem6+g_res_norm/g_res_norm,Dem6+l_res_norm,Dem6+l_res_norm/Dem6,Dem6+l_res_norm/l_res_norm,Dem6+ln_pwd_a,Dem6+ln_pwd_a/Dem6,Dem6+ln_pwd_a/ln_pwd_a,Dem6+ln_pwd_g,Dem6+ln_pwd_g/Dem6,Dem6+ln_pwd_g/ln_pwd_g,Dem6+ln_pwd_m,Dem6+ln_pwd_m/Dem6,Dem6+ln_pwd_m/ln_pwd_m,Dem6+p_res_norm,Dem6+p_res_norm/Dem6,Dem6+p_res_norm/p_res_norm,Dem6+r_res_norm,Dem6+r_res_norm/Dem6,Dem6+r_res_norm/r_res_norm,Dem6+wb_urbpop,Dem6+wb_urbpop/Dem6,Dem6+wb_urbpop/wb_urbpop,Przeworski+e_peaveduc,Przeworski+e_peaveduc/Przeworski,Przeworski+e_peaveduc/e_peaveduc,Przeworski+g_res_norm,Przeworski+g_res_norm/Przeworski,Przeworski+g_res_norm/g_res_norm,Przeworski+l_res_norm,Przeworski+l_res_norm/Przeworski,Przeworski+l_res_norm/l_res_norm,Przeworski+ln_pwd_a,Przeworski+ln_pwd_a/Przeworski,Przeworski+ln_pwd_a/ln_pwd_a,Przeworski+ln_pwd_g,Przeworski+ln_pwd_g/Przeworski,Przeworski+ln_pwd_g/ln_pwd_g,Przeworski+ln_pwd_m,Przeworski+ln_pwd_m/Przeworski,Przeworski+ln_pwd_m/ln_pwd_m,Przeworski+p_res_norm,Przeworski+p_res_norm/Przeworski,Przeworski+p_res_norm/p_res_norm,Przeworski+r_res_norm,Przeworski+r_res_norm/Przeworski,Przeworski+r_res_norm/r_res_norm,Przeworski+wb_urbpop,Przeworski+wb_urbpop/Przeworski,Przeworski+wb_urbpop/wb_urbpop,W4+e_peaveduc,W4+e_peaveduc/W4,W4+e_peaveduc/e_peaveduc,W4+g_res_norm,W4+g_res_norm/W4,W4+g_res_norm/g_res_norm,W4+l_res_norm,W4+l_res_norm/W4,W4+l_res_norm/l_res_norm,W4+ln_pwd_a,W4+ln_pwd_a/W4,W4+ln_pwd_a/ln_pwd_a,W4+ln_pwd_g,W4+ln_pwd_g/W4,W4+ln_pwd_g/ln_pwd_g,W4+ln_pwd_m,W4+ln_pwd_m/W4,W4+ln_pwd_m/ln_pwd_m,W4+p_res_norm,W4+p_res_norm/W4,W4+p_res_norm/p_res_norm,W4+r_res_norm,W4+r_res_norm/W4,W4+r_res_norm/r_res_norm,W4+wb_urbpop,W4+wb_urbpop/W4,W4+wb_urbpop/wb_urbpop,W_old+e_peaveduc,W_old+e_peaveduc/W_old,W_old+e_peaveduc/e_peaveduc,W_old+g_res_norm,W_old+g_res_norm/W_old,W_old+g_res_norm/g_res_norm,W_old+l_res_norm,W_old+l_res_norm/W_old,W_old+l_res_norm/l_res_norm,W_old+ln_pwd_a,W_old+ln_pwd_a/W_old,W_old+ln_pwd_a/ln_pwd_a,W_old+ln_pwd_g,W_old+ln_pwd_g/W_old,W_old+ln_pwd_g/ln_pwd_g,W_old+ln_pwd_m,W_old+ln_pwd_m/W_old,W_old+ln_pwd_m/ln_pwd_m,W_old+p_res_norm,W_old+p_res_norm/W_old,W_old+p_res_norm/p_res_norm,W_old+r_res_norm,W_old+r_res_norm/W_old,W_old+r_res_norm/r_res_norm,W_old+wb_urbpop,W_old+wb_urbpop/W_old,W_old+wb_urbpop/wb_urbpop,e_boix_regime+e_peaveduc,e_boix_regime+e_peaveduc/e_boix_regime,e_boix_regime+e_peaveduc/e_peaveduc,e_boix_regime+g_res_norm,e_boix_regime+g_res_norm/e_boix_regime,e_boix_regime+g_res_norm/g_res_norm,e_boix_regime+l_res_norm,e_boix_regime+l_res_norm/e_boix_regime,e_boix_regime+l_res_norm/l_res_norm,e_boix_regime+ln_pwd_a,e_boix_regime+ln_pwd_a/e_boix_regime,e_boix_regime+ln_pwd_a/ln_pwd_a,e_boix_regime+ln_pwd_g,e_boix_regime+ln_pwd_g/e_boix_regime,e_boix_regime+ln_pwd_g/ln_pwd_g,e_boix_regime+ln_pwd_m,e_boix_regime+ln_pwd_m/e_boix_regime,e_boix_regime+ln_pwd_m/ln_pwd_m,e_boix_regime+p_res_norm,e_boix_regime+p_res_norm/e_boix_regime,e_boix_regime+p_res_norm/p_res_norm,e_boix_regime+r_res_norm,e_boix_regime+r_res_norm/e_boix_regime,e_boix_regime+r_res_norm/r_res_norm,e_boix_regime+wb_urbpop,e_boix_regime+wb_urbpop/e_boix_regime,e_boix_regime+wb_urbpop/wb_urbpop,gwf_party+e_peaveduc,gwf_party+e_peaveduc/e_peaveduc,gwf_party+e_peaveduc/gwf_party,gwf_party+g_res_norm,gwf_party+g_res_norm/g_res_norm,gwf_party+g_res_norm/gwf_party,gwf_party+l_res_norm,gwf_party+l_res_norm/gwf_party,gwf_party+l_res_norm/l_res_norm,gwf_party+ln_pwd_a,gwf_party+ln_pwd_a/gwf_party,gwf_party+ln_pwd_a/ln_pwd_a,gwf_party+ln_pwd_g,gwf_party+ln_pwd_g/gwf_party,gwf_party+ln_pwd_g/ln_pwd_g,gwf_party+ln_pwd_m,gwf_party+ln_pwd_m/gwf_party,gwf_party+ln_pwd_m/ln_pwd_m,gwf_party+p_res_norm,gwf_party+p_res_norm/gwf_party,gwf_party+p_res_norm/p_res_norm,gwf_party+r_res_norm,gwf_party+r_res_norm/gwf_party,gwf_party+r_res_norm/r_res_norm,gwf_party+wb_urbpop,gwf_party+wb_urbpop/gwf_party,gwf_party+wb_urbpop/wb_urbpop,normpolity+e_peaveduc,normpolity+e_peaveduc/e_peaveduc,normpolity+e_peaveduc/normpolity,normpolity+g_res_norm,normpolity+g_res_norm/g_res_norm,normpolity+g_res_norm/normpolity,normpolity+l_res_norm,normpolity+l_res_norm/l_res_norm,normpolity+l_res_norm/normpolity,normpolity+ln_pwd_a,normpolity+ln_pwd_a/ln_pwd_a,normpolity+ln_pwd_a/normpolity,normpolity+ln_pwd_g,normpolity+ln_pwd_g/ln_pwd_g,normpolity+ln_pwd_g/normpolity,normpolity+ln_pwd_m,normpolity+ln_pwd_m/ln_pwd_m,normpolity+ln_pwd_m/normpolity,normpolity+p_res_norm,normpolity+p_res_norm/normpolity,normpolity+p_res_norm/p_res_norm,normpolity+r_res_norm,normpolity+r_res_norm/normpolity,normpolity+r_res_norm/r_res_norm,normpolity+wb_urbpop,normpolity+wb_urbpop/normpolity,normpolity+wb_urbpop/wb_urbpop,support+e_peaveduc,support+e_peaveduc/e_peaveduc,support+e_peaveduc/support,support+g_res_norm,support+g_res_norm/g_res_norm,support+g_res_norm/support,support+l_res_norm,support+l_res_norm/l_res_norm,support+l_res_norm/support,support+ln_pwd_a,support+ln_pwd_a/ln_pwd_a,support+ln_pwd_a/support,support+ln_pwd_g,support+ln_pwd_g/ln_pwd_g,support+ln_pwd_g/support,support+ln_pwd_m,support+ln_pwd_m/ln_pwd_m,support+ln_pwd_m/support,support+p_res_norm,support+p_res_norm/p_res_norm,support+p_res_norm/support,support+r_res_norm,support+r_res_norm/r_res_norm,support+r_res_norm/support,support+wb_urbpop,support+wb_urbpop/support,support+wb_urbpop/wb_urbpop
HealthCare,OtherMeasures,BIC,9540.42,9615.97,11332.26,11578.1,11569.31,12735.41,11542.81,11569.31,12632.81,-356.29,-364.03,-139.71,-356.15,-364.03,-140.2,-357.6,-364.03,-141.85,11578.32,11569.31,12737.09,11571.76,11569.31,12706.32,11444.27,11476.91,14387.84,7608.38,7693.78,11332.26,9060.17,9053.0,12735.41,8966.62,9053.0,12632.81,-1497.6,-1504.69,-139.71,-1497.48,-1504.69,-140.2,-1502.86,-1504.69,-141.85,9060.12,9053.0,12737.09,9041.07,9053.0,12706.32,8991.08,9005.34,14387.84,11284.12,11333.72,11332.26,12720.45,12714.73,12735.41,12626.19,12714.73,12632.81,-202.51,-210.56,-139.71,-202.6,-210.56,-140.2,-203.45,-210.56,-141.85,12723.62,12714.73,12737.09,12694.94,12714.73,12706.32,14378.18,14411.1,14387.84,11242.91,11294.16,11332.26,12672.11,12666.02,12735.41,12577.87,12666.02,12632.81,-134.9,-143.0,-139.71,-135.61,-143.0,-140.2,-137.38,-143.0,-141.85,12674.8,12666.02,12737.09,12644.37,12666.02,12706.32,14308.01,14348.77,14387.84,9097.4,9194.52,11332.26,11182.02,11175.87,12735.41,11102.43,11175.87,12632.81,-1181.14,-1188.68,-139.71,-1184.83,-1188.68,-140.2,-1184.92,-1188.68,-141.85,11184.55,11175.87,12737.09,11176.4,11175.87,12706.32,11087.57,11115.38,14387.84,7730.8,11332.26,7826.34,8843.91,12735.41,8837.2,8724.68,8837.2,12632.81,-1378.55,-1385.93,-139.71,-1378.55,-1385.93,-140.2,-1382.45,-1385.93,-141.85,8845.04,8837.2,12737.09,8822.41,8837.2,12706.32,8720.1,8788.0,14387.84,9649.17,11332.26,9735.36,11713.96,12735.41,11705.15,11674.98,12632.81,11705.15,-384.69,-139.71,-392.49,-384.81,-140.2,-392.49,-386.24,-141.85,-392.49,11713.76,11705.15,12737.09,11706.52,11705.15,12706.32,11575.93,11607.8,14387.84,10270.24,11332.26,10364.15,12000.96,12735.41,11996.04,11960.81,12632.81,11996.04,-264.57,-139.71,-272.0,-264.63,-140.2,-272.0,-268.15,-141.85,-272.0,12005.11,12737.09,11996.04,11986.46,12706.32,11996.04,13341.05,13376.64,14387.84
HealthCare,OtherMeasures,loglike,-4492.34,-4534.53,-5385.75,-5504.71,-5504.83,-6081.13,-5487.06,-5504.83,-6029.83,270.13,270.0,163.35,270.07,270.0,163.59,270.79,270.0,164.42,-5504.82,-5504.83,-6081.97,-5501.54,-5504.83,-6066.59,-5438.15,-5458.98,-6905.77,-3574.87,-3621.9,-5385.75,-4295.21,-4296.06,-6081.13,-4248.43,-4296.06,-6029.83,796.39,796.28,163.35,796.33,796.28,163.59,799.02,796.28,164.42,-4295.18,-4296.06,-6081.97,-4285.66,-4296.06,-6066.59,-4260.61,-4272.17,-6905.77,-5357.23,-5386.48,-5385.75,-6069.1,-6070.79,-6081.13,-6021.97,-6070.79,-6029.83,198.81,198.77,163.35,198.86,198.77,163.59,199.28,198.77,164.42,-6070.69,-6070.79,-6081.97,-6056.34,-6070.79,-6066.59,-6896.36,-6917.4,-6905.77,-5336.62,-5366.7,-5385.75,-6044.93,-6046.43,-6081.13,-5997.81,-6046.43,-6029.83,165.01,164.99,163.35,165.36,164.99,163.59,166.25,164.99,164.42,-6046.27,-6046.43,-6081.97,-6031.06,-6046.43,-6066.59,-6861.28,-6886.23,-6905.77,-4284.67,-4337.63,-5385.75,-5320.46,-5321.89,-6081.13,-5280.66,-5321.89,-6029.83,669.56,669.38,163.35,671.41,669.38,163.59,671.45,669.38,164.42,-5321.72,-5321.89,-6081.97,-5317.65,-5321.89,-6066.59,-5273.16,-5291.57,-6905.77,-3628.05,-5385.75,-3680.13,-4180.29,-6081.13,-4181.32,-4120.67,-4181.32,-6029.83,744.62,744.62,163.35,744.62,744.62,163.59,746.57,744.62,164.42,-4180.85,-4181.32,-6081.97,-4169.54,-4181.32,-6066.59,-4118.59,-4156.93,-6905.77,-4546.72,-5385.75,-4594.22,-5572.63,-6081.13,-5572.74,-5553.15,-6029.83,-5572.74,284.33,163.35,284.23,284.39,163.59,284.23,285.11,164.42,284.23,-5572.53,-5572.74,-6081.97,-5568.92,-5572.74,-6066.59,-5503.98,-5524.43,-6905.77,-4850.8,-5385.75,-4902.2,-5709.8,-6081.13,-5711.88,-5689.73,-6029.83,-5711.88,229.67,163.35,229.33,229.7,163.59,229.33,231.46,164.42,229.33,-5711.88,-6081.97,-5711.88,-5702.55,-6066.59,-5711.88,-6378.23,-6400.59,-6905.77
Hygiene,OtherMeasures,betaw,-0.19,-0.15,,-0.33,-0.3,,-0.31,-0.3,,-0.31,-0.3,,-0.3,-0.3,,-0.3,-0.3,,-0.3,-0.3,,-0.3,-0.3,,-0.27,-0.31,,-0.3,-0.07,,-0.25,-0.25,,-0.26,-0.25,,-0.19,-0.25,,-0.25,-0.25,,-0.21,-0.25,,-0.26,-0.25,,-0.25,-0.25,,-0.24,-0.25,,-4.28,-3.58,,-1.7,-1.55,,-1.91,-1.55,,-1.7,-1.54,,-1.94,-1.54,,-1.51,-1.54,,-1.66,-1.55,,-1.64,-1.55,,-1.9,-1.49,,-0.81,-0.74,,-0.92,-1.66,,-1.35,-1.66,,-1.79,-1.76,,-1.65,-1.76,,-1.8,-1.76,,-1.62,-1.66,,-1.03,-1.66,,-1.57,-1.63,,-0.67,-0.49,,-0.57,-0.55,,-0.55,-0.55,,-0.61,-0.55,,-0.66,-0.55,,-0.62,-0.55,,-0.53,-0.55,,-0.56,-0.55,,-0.48,-0.55,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,-0.52,,-0.13,-0.72,,-0.63,-0.55,,-0.63,-0.67,,-0.63,-0.62,,-0.63,-0.63,,-0.63,-0.6,-0.63,,-0.63,-0.63,,-0.46,-0.43,,6.67,,6.91,5.82,,6.07,6.25,,6.07,5.81,,6.09,6.17,,6.09,6.1,,6.09,6.08,,6.07,5.96,,6.07,6.51,5.76,
Hygiene,OtherMeasures,betap,2.83,,2.25,-41.75,,-36.12,-14.58,,-22.97,7.06,,11.1,21.41,,30.33,-1.2,,-2.06,-1.27,,2.69,0.24,,-14.25,0.12,,0.2,3.54,,2.25,0.0,,-36.12,12.18,,-22.97,-18.44,,11.1,-12.66,,30.33,63.99,,-2.06,-0.26,,2.69,-33.51,,-14.25,-0.08,,0.2,2.7,,2.25,-36.18,,-36.12,-23.17,,-22.97,11.39,,11.1,31.23,,30.33,-1.49,,-2.06,2.79,,2.69,-14.27,,-14.25,0.2,,0.2,2.31,,2.25,-35.09,,-36.12,-22.15,,-22.97,11.39,,11.1,28.79,,30.33,-4.0,,-2.06,2.4,,2.69,-13.69,,-14.25,0.19,,0.2,1.95,,2.25,-23.63,,-36.12,-5.56,,-22.97,6.89,,11.1,33.06,,30.33,15.3,,-2.06,1.03,,2.69,-5.36,,-14.25,0.14,,0.2,1.71,2.25,,0.0,-36.12,,0.31,,-22.97,-18.49,,11.1,8.4,,30.33,46.47,,-2.06,0.82,,2.69,0.32,,-14.25,0.11,,0.2,2.9,2.25,,-41.78,-36.12,,-14.39,-22.97,,7.02,11.1,,21.35,30.33,,-1.04,-2.06,,-1.14,,2.69,0.14,,-14.25,0.13,,0.2,1.92,2.25,,-35.99,-36.12,,-23.31,-22.97,,8.68,11.1,,30.35,30.33,,0.47,-2.06,,4.01,2.69,,-14.24,-14.25,,0.22,,0.2
Hygiene,OtherMeasures,tstatw,-0.24,-0.19,,-0.43,-0.39,,-0.4,-0.39,,-0.41,-0.39,,-0.38,-0.39,,-0.39,-0.39,,-0.4,-0.39,,-0.39,-0.39,,-0.36,-0.4,,-0.72,-0.31,,-0.65,-0.65,,-0.67,-0.65,,-0.47,-0.65,,-0.64,-0.65,,-0.57,-0.65,,-0.61,-0.65,,-0.65,-0.65,,-0.7,-0.65,,-0.81,-0.69,,-0.38,-0.34,,-0.42,-0.34,,-0.38,-0.34,,-0.43,-0.34,,-0.34,-0.34,,-0.37,-0.34,,-0.36,-0.34,,-0.42,-0.33,,-0.59,-0.54,,-0.73,-1.32,,-1.15,-1.32,,-1.39,-1.4,,-1.29,-1.4,,-1.45,-1.4,,-1.29,-1.32,,-0.81,-1.32,,-1.15,-1.24,,-0.91,-0.61,,-0.81,-0.79,,-0.79,-0.79,,-0.84,-0.79,,-0.96,-0.79,,-0.93,-0.79,,-0.77,-0.79,,-0.8,-0.79,,-0.74,-0.79,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,-0.23,,-0.05,-0.36,,-0.32,-0.28,,-0.32,-0.33,,-0.32,-0.31,,-0.32,-0.32,,-0.32,-0.31,-0.32,,-0.32,-0.32,,-0.23,-0.21,,1.61,,1.63,1.46,,1.51,1.54,,1.51,1.38,,1.51,1.52,,1.51,1.48,,1.51,1.47,,1.51,1.5,,1.51,1.66,1.41,
Hygiene,OtherMeasures,tstatp,0.69,,0.51,-1.94,,-8.33,-0.73,,-1.49,0.39,,0.58,0.67,,0.87,-0.06,,-0.11,-0.23,,0.53,0.01,,-6.48,0.41,,0.66,0.78,,0.51,0.0,,-8.33,1.87,,-1.49,-0.86,,0.58,-0.15,,0.87,0.88,,-0.11,-0.06,,0.53,-0.38,,-6.48,-0.24,,0.66,0.59,,0.51,-8.14,,-8.33,-1.5,,-1.49,0.59,,0.58,0.9,,0.87,-0.08,,-0.11,0.55,,0.53,-6.59,,-6.48,0.67,,0.66,0.53,,0.51,-7.93,,-8.33,-1.48,,-1.49,0.61,,0.58,0.83,,0.87,-0.22,,-0.11,0.5,,0.53,-5.82,,-6.48,0.64,,0.66,0.55,,0.51,-1.55,,-8.33,-1.04,,-1.49,0.38,,0.58,1.11,,0.87,0.64,,-0.11,0.34,,0.53,-1.54,,-6.48,0.53,,0.66,0.56,0.51,,0.0,-8.33,,0.22,,-1.49,-0.99,,0.58,0.15,,0.87,0.98,,-0.11,0.37,,0.53,0.25,,-6.48,0.35,,0.66,0.71,0.51,,-1.93,-8.33,,-0.72,-1.49,,0.39,0.58,,0.66,0.87,,-0.05,-0.11,,-0.21,,0.53,0.01,,-6.48,0.42,,0.66,0.45,0.51,,-8.24,-8.33,,-1.49,-1.49,,0.44,0.58,,0.87,0.87,,0.02,-0.11,,0.75,0.53,,-6.0,-6.48,,0.75,,0.66
Hygiene,OtherMeasures,AIC,3332.88,3336.37,3819.95,4231.1,4243.14,5075.04,4239.3,4243.14,5103.08,4243.84,4243.14,5229.56,4241.19,4243.14,5224.61,4245.22,4243.14,5232.83,4244.97,4243.14,5128.34,4245.24,4243.14,5092.21,4188.72,4189.75,5167.95,461.83,467.16,3819.95,615.37,615.37,5075.04,617.48,615.37,5103.08,616.08,615.37,5229.56,617.53,615.37,5224.61,614.24,615.37,5232.83,617.65,615.37,5128.34,617.64,615.37,5092.21,611.39,609.39,5167.95,3817.35,3819.85,3819.95,5076.13,5129.05,5075.04,5103.93,5129.05,5103.08,5230.7,5232.13,5229.56,5225.46,5232.13,5224.61,5234.18,5232.13,5232.83,5129.52,5129.05,5128.34,5093.39,5129.05,5092.21,5168.87,5175.35,5167.95,3820.93,3822.27,3819.95,5075.24,5123.84,5075.04,5101.12,5123.84,5103.08,5224.69,5226.14,5229.56,5220.74,5226.14,5224.61,5227.94,5226.14,5232.83,5124.73,5123.84,5128.34,5091.97,5123.84,5092.21,5164.95,5170.63,5167.95,2284.74,2286.44,3819.95,2999.08,3003.44,5075.04,3003.69,3003.44,5103.08,3054.05,3053.17,5229.56,3047.88,3053.17,5224.61,3053.26,3053.17,5232.83,3005.25,3003.44,5128.34,3004.4,3003.44,5092.21,3018.81,3020.59,5167.95,752.91,3819.95,754.05,970.94,5075.04,970.94,973.14,970.94,5103.08,970.57,970.94,5229.56,973.04,970.94,5224.61,969.71,970.94,5232.83,972.98,970.94,5128.34,973.14,970.94,5092.21,960.76,959.57,5167.95,3332.89,3819.95,3336.52,4231.3,5075.04,4243.35,4239.68,5103.08,4243.35,4244.06,5229.56,4243.35,4241.42,5224.61,4243.35,4245.43,5232.83,4243.35,4245.24,4243.35,5128.34,4245.45,4243.35,5092.21,4189.03,4190.27,5167.95,3783.9,3819.95,3784.17,5018.68,5075.04,5072.02,5046.01,5103.08,5072.02,5175.14,5229.56,5175.1,5168.79,5224.61,5175.1,5177.19,5232.83,5175.1,5070.82,5128.34,5072.02,5035.81,5092.21,5072.02,5111.14,5119.19,5167.95
Hygiene,OtherMeasures,BIC,3437.06,3436.08,3926.7,4340.99,4348.29,5188.4,4349.19,4348.29,5216.43,4353.72,4348.29,5343.39,4351.07,4348.29,5338.43,4355.1,4348.29,5346.66,4354.86,4348.29,5241.7,4355.12,4348.29,5205.57,4298.27,4294.58,5281.47,498.61,501.3,3926.7,653.14,653.14,5188.4,658.25,653.14,5216.43,656.85,653.14,5343.39,658.3,653.14,5338.43,655.0,653.14,5346.66,658.42,653.14,5241.7,658.4,653.14,5205.57,651.93,646.95,5281.47,3928.68,3926.6,3926.7,5194.37,5242.41,5188.4,5222.17,5242.41,5216.43,5349.43,5345.95,5343.39,5344.18,5345.95,5338.43,5352.9,5345.95,5346.66,5247.76,5242.41,5241.7,5211.62,5242.41,5205.57,5287.27,5288.87,5281.47,3932.26,3929.02,3926.7,5193.48,5237.2,5188.4,5219.36,5237.2,5216.43,5343.41,5339.97,5343.39,5339.46,5339.97,5338.43,5346.66,5339.97,5346.66,5242.96,5237.2,5241.7,5210.2,5237.2,5205.57,5283.36,5284.14,5281.47,2369.97,2367.48,3926.7,3090.04,3089.91,5188.4,3094.66,3089.91,5216.43,3145.44,3140.05,5343.39,3139.27,3140.05,5338.43,3144.65,3140.05,5346.66,3096.21,3089.91,5241.7,3095.36,3089.91,5205.57,3109.91,3107.2,5281.47,799.23,3926.7,797.19,1017.48,5188.4,1017.48,1023.15,1017.48,5216.43,1020.58,1017.48,5343.39,1023.06,1017.48,5338.43,1019.72,1017.48,5346.66,1022.99,1017.48,5241.7,1023.15,1017.48,5205.57,1010.5,1005.86,5281.47,3437.07,3926.7,3436.23,4341.19,5188.4,4348.5,4349.56,5216.43,4348.5,4353.95,5343.39,4348.5,4351.31,5338.43,4348.5,4355.32,5346.66,4348.5,4355.13,4348.5,5241.7,4355.33,4348.5,5205.57,4298.58,4295.1,5281.47,3895.04,3926.7,3890.74,5136.73,5188.4,5185.19,5164.06,5216.43,5185.19,5293.68,5343.39,5288.75,5287.33,5338.43,5288.75,5295.73,5346.66,5288.75,5188.87,5241.7,5185.19,5153.86,5205.57,5185.19,5229.36,5232.53,5281.47
Hygiene,OtherMeasures,loglike,-1642.66,-1645.47,-1886.28,-2091.94,-2099.01,-2513.99,-2096.04,-2099.01,-2528.01,-2098.31,-2099.01,-2591.26,-2096.98,-2099.01,-2588.79,-2099.0,-2099.01,-2592.9,-2098.88,-2099.01,-2540.64,-2099.01,-2099.01,-2522.58,-2070.74,-2072.3,-2560.45,-216.61,-220.46,-1886.28,-294.84,-294.84,-2513.99,-294.75,-294.84,-2528.01,-294.05,-294.84,-2591.26,-294.78,-294.84,-2588.79,-293.13,-294.84,-2592.9,-294.84,-294.84,-2540.64,-294.83,-294.84,-2522.58,-291.69,-291.84,-2560.45,-1883.91,-1886.23,-1886.28,-2513.49,-2541.0,-2513.99,-2527.39,-2541.0,-2528.01,-2590.79,-2592.55,-2591.26,-2588.16,-2592.55,-2588.79,-2592.52,-2592.55,-2592.9,-2540.19,-2541.0,-2540.64,-2522.12,-2541.0,-2522.58,-2559.86,-2564.15,-2560.45,-1885.71,-1887.44,-1886.28,-2513.04,-2538.39,-2513.99,-2525.99,-2538.39,-2528.01,-2587.78,-2589.55,-2591.26,-2585.8,-2589.55,-2588.79,-2589.4,-2589.55,-2592.9,-2537.79,-2538.39,-2540.64,-2521.41,-2538.39,-2522.58,-2557.91,-2561.79,-2560.45,-1121.6,-1123.52,-1886.28,-1478.95,-1482.19,-2513.99,-1481.26,-1482.19,-2528.01,-1506.45,-1507.07,-2591.26,-1503.37,-1507.07,-2588.79,-1506.06,-1507.07,-2592.9,-1482.04,-1482.19,-2540.64,-1481.61,-1482.19,-2522.58,-1488.82,-1490.77,-2560.45,-361.49,-1886.28,-363.19,-471.82,-2513.99,-471.82,-471.81,-471.82,-2528.01,-470.53,-471.82,-2591.26,-471.77,-471.82,-2588.79,-470.1,-471.82,-2592.9,-471.73,-471.82,-2540.64,-471.81,-471.82,-2522.58,-465.61,-466.12,-2560.45,-1642.67,-1886.28,-1645.55,-2092.04,-2513.99,-2099.11,-2096.23,-2528.01,-2099.11,-2098.42,-2591.26,-2099.11,-2097.1,-2588.79,-2099.11,-2099.1,-2592.9,-2099.11,-2099.01,-2099.11,-2540.64,-2099.11,-2099.11,-2522.58,-2070.9,-2072.57,-2560.45,-1867.19,-1886.28,-1868.38,-2484.76,-2513.99,-2512.48,-2498.43,-2528.01,-2512.48,-2563.0,-2591.26,-2564.03,-2559.83,-2588.79,-2564.03,-2564.03,-2592.9,-2564.03,-2510.83,-2540.64,-2512.48,-2493.32,-2522.58,-2512.48,-2531.0,-2536.07,-2560.45
InfantMortality,OtherMeasures,betaw,-8.66,-8.31,,-10.13,-10.53,,-10.65,-10.53,,-7.26,-7.64,,-7.73,-7.64,,-7.73,-7.64,,-9.79,-10.53,,-10.72,-10.53,,-10.2,-10.83,,-9.94,-10.08,,-12.41,-12.52,,-12.78,-12.52,,-3.43,-3.93,,-3.67,-3.93,,-3.96,-3.93,,-12.19,-12.52,,-12.8,-12.52,,-11.28,-12.09,,-30.67,-30.45,,-43.65,-44.5,,-45.06,-44.5,,-10.86,-11.31,,-10.06,-11.31,,-10.86,-11.31,,-42.41,-44.5,,-45.02,-44.5,,-38.93,-42.86,,-21.76,-21.76,,-28.53,-28.69,,-28.86,-28.69,,-11.66,-11.04,,-12.11,-11.04,,-11.29,-11.04,,-27.93,-28.69,,-28.76,-28.69,,-27.42,-27.31,,-11.94,-11.79,,-12.74,-13.16,,-13.49,-13.16,,-2.16,-3.19,,-2.8,-3.19,,-3.07,-3.19,,-12.63,-13.16,,-13.37,-13.16,,-12.12,-12.96,,-1.34,,-1.4,0.42,,1.04,1.35,1.04,,7.32,6.68,,7.41,6.68,,6.95,6.68,,1.15,1.04,,0.87,1.04,,-0.14,1.34,,-26.7,,-26.66,-31.28,,-32.41,-32.72,,-32.41,-13.36,,-13.4,-14.24,,-13.4,-13.56,,-13.4,-31.53,-32.41,,-32.72,-32.41,,-31.33,-33.08,,-13.07,,-14.68,-33.38,,-33.9,-35.6,,-33.9,-12.1,,-15.62,-15.84,,-15.62,-16.22,,-15.62,-32.61,,-33.9,-34.57,,-33.9,-17.31,-18.72,
InfantMortality,OtherMeasures,betap,4.48,,4.25,-66.55,,-58.9,-10.35,,-5.11,-171.26,,-155.77,-179.22,,-149.7,-42.98,,-25.38,-29.36,,-35.2,-39.87,,-16.63,-0.98,,-1.0,2.98,,4.25,-45.72,,-58.9,-24.69,,-5.11,-245.15,,-155.77,-302.41,,-149.7,-92.97,,-25.38,-23.66,,-35.2,-45.18,,-16.63,-0.72,,-1.0,4.33,,4.25,-54.48,,-58.9,-13.83,,-5.11,-155.48,,-155.77,-147.98,,-149.7,-23.5,,-25.38,-27.71,,-35.2,-23.25,,-16.63,-0.89,,-1.0,4.25,,4.25,-57.83,,-58.9,-9.96,,-5.11,-158.09,,-155.77,-158.67,,-149.7,-29.96,,-25.38,-31.92,,-35.2,-18.08,,-16.63,-1.0,,-1.0,4.25,,4.25,-54.61,,-58.9,-17.3,,-5.11,-180.9,,-155.77,-202.26,,-149.7,-54.43,,-25.38,-28.9,,-35.2,-34.19,,-16.63,-0.91,,-1.0,3.73,4.25,,-39.93,-58.9,,-24.53,,-5.11,-244.05,,-155.77,-280.25,,-149.7,-43.48,,-25.38,-28.88,,-35.2,-45.33,,-16.63,-0.83,,-1.0,4.26,4.25,,-59.26,-58.9,,-15.23,-5.11,,-173.97,-155.77,,-182.53,-149.7,,-41.76,-25.38,,-26.37,,-35.2,-42.21,,-16.63,-0.9,,-1.0,4.0,4.25,,-59.4,-58.9,,-14.14,-5.11,,-156.77,-155.77,,-154.85,-149.7,,-29.91,-25.38,,-34.08,-35.2,,-20.94,-16.63,,-0.99,,-1.0
